code,title,sense,original,max_similarity,avg_similarity
43-9071,coin wrapping machine operator,coin.n.01 wrap.v.04 machine.n.05 operator.n.02,coin_wrapping_machine_operator,1.0,1.0
43-9071,collator operator,operator.n.05,collator_operator,1.0,1.0
43-9071,operator,operator.n.05,operator,2.47349742712872e-05,3.5924098011325187e-06
43-9071,duplicating machine operator,twin.v.01 machine.n.05 operator.n.02,duplicating_machine_operator,1.0,1.0
43-9071,scanning equipment operator,scan.v.06 equipment.n.01 operator.n.05,scanning_equipment_operators,1.0,1.0
43-9071,operator,operator.n.02,operator,2.47349742712872e-05,3.5924098011325187e-06
43-9071,operator,operator.n.02,operators,4.989520458572071e-09,1.2001384672268484e-09
43-9071,company operator,company_operator.n.01,company_operator,0.0004979183791606091,7.605080827843585e-05
43-9071,driver,driver.n.01,driver,4.2407064560156605e-07,5.117892691857935e-08
43-9071,elevator operator,elevator_operator.n.01,elevator_operator,0.015132117539594397,0.00438206397309413
43-9071,engineer,engineer.n.02,engineer,1.8278317179901247e-07,2.068339110716236e-08
43-9071,engine driver,engineer.n.02,engine_driver,0.0005412788894877381,6.661164943041937e-05
43-9071,locomotive engineer,engineer.n.02,locomotive_engineer,5.067319509793472e-05,7.280538360873469e-06
43-9071,motorman,motorman.n.01,motorman,8.412969579682586e-09,1.4163204692363119e-09
43-9081,subordinate,subordinate.n.01,subordinate,5.13893670110225e-11,8.569279002222242e-12
43-9081,foot soldier,subordinate.n.01,foot_soldier,4.520653993836827e-05,2.5215303065639535e-05
43-9081,enforcer,hatchet_man.n.02,enforcer,0.0009573197061602682,0.0004487793135806483
43-9081,attender,attendant.n.01,attender,1.2410158641945183e-05,3.5353605523729563e-06
43-9081,aide,aide.n.02,aide,2.3669587398239798e-07,3.956187769128962e-08
43-9081,assistant,assistant.n.01,assistant,4.5765655317924675e-09,7.227459273516696e-10
43-9081,proofreader and copy marker,proofreader.n.01 transcript.n.02 marker.n.03,proofreaders_and_copy_markers,1.0,1.0
43-9081,braille proofreader,braille.n.02 proofreader.n.01,braille_proofreader,1.0,1.0
43-9081,clerical proofreader,clerical.s.03 proofreader.n.01,clerical_proofreader,1.0,1.0
43-9081,copy reader,transcript.n.02 subscriber.n.02,copy_reader,1.0,1.0
43-9081,editorial assistant,column.n.05 assistant.n.01,editorial_assistant,1.0,1.0
43-9081,hatchet man,hatchet_man.n.02,hatchet_man,0.0001064620578656122,3.5029843709196e-05
43-9081,paraprofessional,paraprofessional.n.01,paraprofessional,0.00018490679138256076,2.850804248552484e-05
43-9081,format proofreader,format.n.02 proofreader.n.01,format_proofreader,1.0,1.0
43-9081,proofreader,proofreader.n.01,proofreader,1.0,1.0
43-9081,subscriber,subscriber.n.02,subscriber,0.00020474918993660304,5.263481620591287e-05
43-9081,lieutenant,deputy.n.02,lieutenant,3.440570651517128e-10,5.864674069875018e-11
43-9081,actor 's s assistant,dresser.n.03,actor's_assistant,0.004139400541306996,0.0007217906068639314
43-9081,event planner,event_planner.n.01,event_planner,0.0009739079019721813,0.000268339585166875
43-9081,facilitator,facilitator.n.01,facilitator,4.625946013871713e-05,2.4614966812668937e-05
43-9081,theater prompter,prompter.n.01,theater_prompter,0.0102205862727233,0.002914029881374597
43-9081,fashion model,mannequin.n.01,fashion_model,1.2477951155980227e-05,2.726705917155893e-06
43-9081,prompter,prompter.n.01,prompter,0.0004930948718046236,0.0001234130788779736
43-9081,chief assistant,right-hand_man.n.01,chief_assistant,5.579660675898755e-05,8.764246932713046e-06
43-9081,secretary,secretary.n.02,secretary,8.250656857844141e-07,1.2629051890372193e-07
43-9081,secretarial assistant,secretary.n.02,secretarial_assistant,0.018349653158148918,0.0031892257481568255
43-9081,sidesman,sidesman.n.01,sidesman,6.710360238192861e-05,2.7966668586766262e-05
43-9081,whipper - in,whipper-in.n.01,whipper-in,3.2041697679454824e-05,8.267533733125058e-06
43-9081,birthing coach,labor_coach.n.01,birthing_coach,7.5817555122835125e-06,5.141967746988946e-06
43-9081,labor coach,labor_coach.n.01,labor_coach,0.0013345000261591545,0.0003460872704919532
43-9081,attendant,attendant.n.01,attendant,5.594504340956109e-10,1.5270181487609876e-10
43-9081,dental assistant,dental_assistant.n.01,dental_assistant,0.003040800060755991,0.000645383111395611
43-9111,shop girl,shop_girl.n.01,shop_girl,6.292674490135023e-06,2.1377217849643175e-06
43-9111,actuarial assistant,actuarial.a.01 assistant.n.01,actuarial_assistant,1.0,1.0
43-9111,actuary clerk,statistician.n.02 salesclerk.n.01,actuary_clerk,1.0,1.0
43-9111,clerk,salesclerk.n.01,clerk,0.0005491681770447459,0.00012086050054164728
43-9111,salesclerk,salesclerk.n.01,salesclerk,0.00012625726241140942,3.1198352423053104e-05
43-9111,shop assistant,salesclerk.n.01,shop_assistant,0.0003311427704227963,8.047815405084592e-05
43-9111,tariff compiling clerk,duty.n.03 roll_up.v.02 salesclerk.n.01,tariff_compiling_clerk,1.0,1.0
43-9111,statistical assistant,statistical.a.01 assistant.n.01,statistical_assistants,1.0,1.0
43-9111,shop boy,shop_boy.n.01,shop_boy,1.8852931756332997e-06,6.512099246388671e-07
43-9111,hatchet man,hatchet_man.n.02,hatchet_man,7.498389084028698e-05,1.9835657503827143e-05
43-9111,labor coach,labor_coach.n.01,labor_coach,0.005839497015956554,0.001973417829757175
43-9111,aide,aide.n.02,aide,6.036879340967507e-07,1.061602061254189e-07
43-9111,attender,attendant.n.01,attender,4.740179159990085e-06,1.3491024420658584e-06
43-9111,assistant,assistant.n.01,assistant,1.7686788105071224e-08,4.187672189024745e-09
43-9111,attendant,attendant.n.01,attendant,3.7894792455857595e-09,6.580794389861159e-10
43-9111,dental assistant,dental_assistant.n.01,dental_assistant,0.007891975078626176,0.002208732080528055
43-9111,lieutenant,deputy.n.02,lieutenant,3.201059658267554e-09,6.7380029997204e-10
43-9111,actor 's s assistant,dresser.n.03,actor's_assistant,0.0007825490214267598,0.0003114316577220814
43-9111,event planner,event_planner.n.01,event_planner,0.004262467623701578,0.0007792678527907661
43-9111,facilitator,facilitator.n.01,facilitator,0.003412686423423554,0.0005844977467742884
43-9111,enforcer,hatchet_man.n.02,enforcer,0.002566274048245705,0.0004832499744277723
43-9111,statistical clerk,statistical.a.01 salesclerk.n.01,statistical_clerk,1.0,1.0
43-9111,whipper - in,whipper-in.n.01,whipper-in,4.125957244975533e-06,9.026279554722627e-07
43-9111,shop clerk,salesclerk.n.01,shop_clerk,0.00023806275498381967,5.721883590174206e-05
43-9111,subordinate,subordinate.n.01,subordinate,9.04451543032492e-12,1.777893858481144e-12
43-9111,sidesman,sidesman.n.01,sidesman,1.670984162758072e-05,5.899156144635753e-06
43-9111,secretarial assistant,secretary.n.02,secretarial_assistant,0.02514649480999876,0.005638493580899524
43-9111,secretary,secretary.n.02,secretary,1.2636547933597186e-05,3.4941780773587425e-06
43-9111,chief assistant,right-hand_man.n.01,chief_assistant,0.000948434009754668,0.0003136885029397715
43-9111,prompter,prompter.n.01,prompter,6.521963110123949e-05,1.2786516021635863e-05
43-9111,theater prompter,prompter.n.01,theater_prompter,0.0010282032954971184,0.00027014055241573277
43-9111,paraprofessional,paraprofessional.n.01,paraprofessional,0.00010395408464192368,2.4956637242032525e-05
43-9111,fashion model,mannequin.n.01,fashion_model,4.431005908248056e-06,9.87428563418986e-07
43-9111,birthing coach,labor_coach.n.01,birthing_coach,6.911651195434206e-05,3.101049477312045e-05
43-9111,foot soldier,subordinate.n.01,foot_soldier,5.287300923689456e-05,1.877656423443108e-05
43-9111,datum analysi assistant,data.n.01 psychoanalysis.n.01 assistant.n.01,data_analysis_assistant,1.0,1.0
43-9199,"office and administrative support worker , all other",office.n.05 administrative.a.01 support.n.11 worker.n.03,"office_and_administrative_support_workers,_all_other",1.0,1.0
43-9199,shop assistant,salesclerk.n.01,shop_assistant,0.001182855763397302,0.0003033532140774261
43-9199,envelope stuffer,envelope.n.06 taxidermist.n.01,envelope_stuffer,1.0,1.0
43-9199,braille transcriber,braille.n.02 translator.n.01,braille_transcriber,1.0,1.0
43-9199,newspaper inserter,newspaper.n.04 insert.n.02,newspaper_inserter,1.0,1.0
43-9199,notary public,notary.n.01,notary_public,1.0,1.0
43-9199,clerk,salesclerk.n.01,clerk,4.7971124946998296e-05,6.893713920343041e-06
43-9199,shop clerk,salesclerk.n.01,shop_clerk,0.00011288948801025559,3.32224042549133e-05
43-9199,salesclerk,salesclerk.n.01,salesclerk,0.0006043275302522523,9.355339925080118e-05
43-9199,investigation clerk,probe.n.01 salesclerk.n.01,investigation_clerk,1.0,1.0
43-9199,shop boy,shop_boy.n.01,shop_boy,2.720071946471985e-05,6.805406974719334e-06
43-9199,shop girl,shop_girl.n.01,shop_girl,0.00023374019263138726,5.832436783545533e-05
43-9199,fingerprint clerk,fingerprint.n.02 salesclerk.n.01,fingerprint_clerk,1.0,1.0
43-9199,translator,translator.n.01,translator,2.3350510697820233e-06,3.564121508354796e-07
45-1011,cranberry bog supervisor,cranberry.n.02 bog.n.01 supervisory_program.n.01,cranberry_bog_supervisor,1.0,1.0
45-1011,"first - line supervisor of farming , fishing , and forestry worker",supervisory_program.n.01 farming.n.02 fishing.n.02 forestry.n.01 worker.n.03,"first-line_supervisors_of_farming,_fishing,_and_forestry_workers",1.0,1.0
45-1011,animal caretaker supervisor,animal.s.01 caretaker.n.02 supervisory_program.n.01,animal_caretaker_supervisor,1.0,1.0
45-1011,aquacultural worker supervisor,aquicultural.a.01 worker.n.03 supervisory_program.n.01,aquacultural_worker_supervisor,1.0,1.0
45-1011,corn crop supervisor,corn.n.05 crop.n.05 supervisory_program.n.01,corn_crop_supervisor,1.0,1.0
45-1011,farm supervisor,farm.n.01 supervisory_program.n.01,farm_supervisor,1.0,1.0
45-1011,corral bos,cow_pen.n.01 bos.n.01,corral_boss,1.0,1.0
45-1011,fish hatchery supervisor,pisces.n.02 hatchery.n.01 supervisory_program.n.01,fish_hatchery_supervisor,1.0,1.0
45-1011,manageres,manageress.n.01,manageress,0.00020377660657979374,3.187502400981981e-05
45-1011,district manager,district_manager.n.01,district_manager,8.511375077539838e-05,5.454810877907495e-06
45-1011,bank manager,bank_manager.n.01,bank_manager,0.0004347070442141853,6.67996351364039e-05
45-1011,feed manager,feed.n.01 director.n.01,feed_manager,1.0,1.0
45-1011,supervisory program,supervisory_program.n.01,supervisory_program,0.003985133550819709,0.000724477623031825
45-1011,managing director,director.n.01,managing_director,0.00027111920238057194,4.6156102532461135e-05
45-1011,supervisor,supervisory_program.n.01,supervisor,8.779182810207579e-05,1.4011342765115568e-05
45-1011,ranch hand supervisor,ranch.v.01 hired_hand.n.01 supervisory_program.n.01,ranch_hand_supervisor,1.0,1.0
45-1011,planting supervisor,plant.v.06 supervisory_program.n.01,planting_supervisor,1.0,1.0
45-1011,picking crew supervisor,pluck.v.04 gang.n.03 supervisory_program.n.01,picking_crew_supervisor,1.0,1.0
45-1011,logging crew supervisor,log.v.02 gang.n.03 supervisory_program.n.01,logging_crew_supervisor,1.0,1.0
45-1011,harvest manager,harvest.n.04 director.n.01,harvest_manager,1.0,1.0
45-1011,harvest crew supervisor,harvest.n.04 gang.n.03 supervisory_program.n.01,harvest_crew_supervisor,1.0,1.0
45-1011,director,director.n.01,director,5.064926926397493e-07,6.051297506604768e-08
45-2011,inspector,inspector.n.01,inspector,0.00039820179724894784,6.6738575232366e-05
45-2011,agricultural inspector,agricultural.a.01 inspector.n.01,agricultural_inspectors,1.0,1.0
45-2011,cattle examiner,cattle.n.01 examiner.n.02,cattle_examiner,1.0,1.0
45-2011,cattle inspector,cattle.n.01 inspector.n.01,cattle_inspector,1.0,1.0
45-2011,grain sampler,texture.n.05 taster.n.01,grain_sampler,1.0,1.0
45-2011,meat and poultry inspector,meat.n.01 poultry.n.02 inspector.n.01,meat_and_poultry_inspector,1.0,1.0
45-2011,wheat inspector,wheat.n.02 inspector.n.01,wheat_inspector,1.0,1.0
45-2011,taster,taster.n.01,taster,0.008242197627026358,0.0017051544476775502
45-2011,bank examiner,bank_examiner.n.01,bank_examiner,0.009074513298410379,0.003274107564594618
45-2011,tester,tester.n.02,tester,0.00025924295009471235,5.477195802948162e-05
45-2011,taste tester,taster.n.01,taste_tester,0.3618173285457604,0.0553781836192528
45-2011,scrutineer,scrutineer.n.01,scrutineer,0.0010574657902684963,0.0001856882722402699
45-2011,scrutinizer,scrutinizer.n.01,scrutinizer,0.0009150416665765537,0.0002080588156325427
45-2011,inspector,examiner.n.02,inspector,0.00039820179724894784,6.6738575232366e-05
45-2011,canvasser,scrutineer.n.01,canvasser,9.378215338788741e-05,1.856559710341492e-05
45-2021,livestock breeder,livestock.n.01 breeder.n.01,livestock_breeder,1.0,1.0
45-2021,animal breeder,animal.n.01 breeder.n.01,animal_breeders,1.0,1.0
45-2021,cat breeder,kat.n.01 breeder.n.01,cat_breeder,1.0,1.0
45-2021,dairy husbandry worker,dairy.n.01 farming.n.01 worker.n.03,dairy_husbandry_worker,1.0,1.0
45-2021,equine breeder,equine.n.01 breeder.n.01,equine_breeder,1.0,1.0
45-2021,horse breeder,sawhorse.n.01 breeder.n.01,horse_breeder,1.0,1.0
45-2021,stallion manager,stallion.n.01 director.n.01,stallion_manager,1.0,1.0
45-2021,stock breeder,breeder.n.01,stock_breeder,0.6524709991570197,0.15870602845958048
45-2021,director,director.n.01,director,1.4540112237216225e-07,1.7715387556744024e-08
45-2021,managing director,director.n.01,managing_director,0.00011037145252841458,1.3657044049369746e-05
45-2021,poulet,chicken.n.01,poulet,1.3522226896827612e-08,4.257926874111119e-09
45-2021,worker,worker.n.03,worker,8.421725014898626e-07,3.6969191462786453e-07
45-2021,bank manager,bank_manager.n.01,bank_manager,2.059187008369892e-05,4.029892172511721e-06
45-2021,district manager,district_manager.n.01,district_manager,2.7634691756857585e-08,5.071344704418268e-09
45-2021,manageres,manageress.n.01,manageress,7.223995892347362e-05,8.719203234377174e-06
45-2021,soldier,soldier.n.02,soldier,3.0763573741187693e-06,5.059682424453554e-07
45-2041,woolsorter,wool_stapler.n.02,woolsorter,2.81415316391117e-06,8.857578151408116e-07
45-2041,wool grader,wool.n.03 grader.n.01,wool_grader,1.0,1.0
45-2041,strawberry sorter,strawberry.n.03 sorter.n.02,strawberry_sorter,1.0,1.0
45-2041,seed sorter,source.n.03 sorter.n.02,seed_sorter,1.0,1.0
45-2041,potato sorter,potato.n.02 sorter.n.02,potato_sorter,1.0,1.0
45-2041,oyster sorter,oyster.n.03 sorter.n.02,oyster_sorter,1.0,1.0
45-2041,fruit sorter,yield.n.03 sorter.n.02,fruit_sorter,1.0,1.0
45-2041,egg grader,testis.n.01 grader.n.01,egg_grader,1.0,1.0
45-2091,operator,operator.n.02,operator,0.00024231934872671635,1.6106459743752018e-05
45-2091,driver,driver.n.05,driver,0.00033717758295986183,2.137647676441724e-05
45-2091,lisle thread,lisle.n.02,lisle_thread,7.197116777100225e-06,9.73249084270237e-07
45-2091,company operator,company_operator.n.01,company_operator,0.00014433454291018776,2.6251689450230068e-05
45-2091,locomotive engineer,engineer.n.02,locomotive_engineer,0.0002458449661780802,1.9852410021765007e-05
45-2091,driver,driver.n.01,driver,0.00033717758295986183,2.137647676441724e-05
45-2091,railroad engineer,engineer.n.02,railroad_engineer,0.00014542677784798653,1.8030041366886823e-05
45-2091,motorman,motorman.n.01,motorman,1.7232866103908033e-08,2.3740070507084893e-09
45-2091,radio operator,radio_operator.n.01,radio_operator,0.000493024373836781,6.11787028638739e-05
45-2091,switchman,switchman.n.01,switchman,0.019673530682881968,0.0027364547879376584
45-2091,elevator operator,elevator_operator.n.01,elevator_operator,0.0018895566439206272,0.00030365302111891063
45-2091,engine driver,engineer.n.02,engine_driver,0.03236075295558437,0.0022275142053316825
45-2091,engineer,engineer.n.02,engineer,4.4984144467021436e-08,9.744484669166168e-09
45-2091,rake operator,rake.n.03 operator.n.05,rake_operator,1.0,1.0
45-2091,tractor operator,tractor.n.02 operator.n.05,tractor_operator,1.0,1.0
45-2091,wheat combine driver,wheat.n.02 trust.n.04 driver.n.05,wheat_combine_driver,1.0,1.0
45-2091,cotton picker operator,cotton.n.04 picker.n.02 operator.n.05,cotton_picker_operator,1.0,1.0
45-2091,custom harvester,customs.n.01 harvester.n.02,custom_harvester,1.0,1.0
45-2091,farm tractor operator,farm.n.01 tractor.n.01 operator.n.05,farm_tractor_operator,1.0,1.0
45-2091,hay stacker operator,hay.n.01 stacker.n.01 operator.n.05,hay_stacker_operator,1.0,1.0
45-2091,feed mixer operator,feed.n.01 sociable.n.01 operator.n.05,feed_mixer_operator,1.0,1.0
45-2091,telephone operator,telephone_operator.n.01,telephone_operator,3.1627871706071164e-05,4.4251445584355954e-06
45-2091,switchboard operator,telephone_operator.n.01,switchboard_operator,0.007132387998477464,0.0006199076814344899
45-2091,telephonist,telephone_operator.n.01,telephonist,0.001715554712842387,0.00041408088813234625
45-2091,telegraphist,telegrapher.n.01,telegraphist,0.0010519645562256418,0.0001643210783805727
45-2091,telegrapher,telegrapher.n.01,telegrapher,0.011509857863703316,0.0016178105838958398
45-2091,telegraph operator,telegrapher.n.01,telegraph_operator,0.012018474079012508,0.0017409854550573427
45-2091,corn detasseler machine operator,corn_whiskey.n.01 machine.n.05 operator.n.02,corn_detasseler_machine_operator,1.0,1.0
45-2091,combine operator,trust.n.04 operator.n.05,combine_operator,1.0,1.0
45-2091,combine driver,trust.n.04 driver.n.05,combine_driver,1.0,1.0
45-2091,cane flume chute operator,cane.n.03 flume.n.02 parachute.n.01 operator.n.05,cane_flume_chute_operator,1.0,1.0
45-2091,agricultural equipment operator,agricultural.a.01 equipment.n.01 operator.n.05,agricultural_equipment_operators,1.0,1.0
45-2091,hay baler,hay.n.01,hay_baler,1.0,1.0
45-2091,replanting machine operator,replant.v.01 machine.n.05 operator.n.02,replanting_machine_operator,1.0,1.0
45-2091,cotton ginner,cotton.n.04,cotton_ginner,1.0,1.0
45-2092,soldier,soldier.n.02,soldier,1.0767569163517065e-05,1.760932832734832e-06
45-2092,cotton picker,cotton.n.04 picker.n.02,cotton_picker,1.0,1.0
45-2092,crop picker,crop.n.05 picker.n.02,crop_picker,1.0,1.0
45-2092,harvest worker,harvest.n.04 worker.n.03,harvest_worker,1.0,1.0
45-2092,orchard worker,grove.n.02 worker.n.03,orchard_worker,1.0,1.0
45-2092,"farmworker and laborer , crop , nursery , and greenhouse",laborer.n.01 crop.n.05 greenhouse.n.01 greenhouse.n.01,"farmworkers_and_laborers,_crop,_nursery,_and_greenhouse",1.0,1.0
45-2092,flower picker,flower.n.03 picker.n.02,flower_picker,1.0,1.0
45-2092,transplanter,transplanter.n.01,transplanter,0.029205129504257955,0.001876106521935172
45-2092,pepper picker,pepper.n.04 picker.n.02,pepper_picker,1.0,1.0
45-2092,worker,worker.n.03,worker,0.0004414669605722002,4.0683848548962924e-05
45-2092,farmhand,farmhand.n.01,farmhand,0.03862444788382336,0.005232846911260594
45-2092,farm worker,farmhand.n.01,farm_worker,0.031360665996530694,0.00212608974290512
45-2092,herdsman,herder.n.02,herdsman,0.00011807737278767771,1.917298490627767e-05
45-2092,hostler,stableman.n.01,hostler,0.0001610486032569889,1.2829357910683767e-05
45-2092,stableman,stableman.n.01,stableman,6.351676537027072e-10,4.0893914154745645e-11
45-2092,stableboy,stableman.n.01,stableboy,7.072399598005702e-09,7.054152105752979e-10
45-2092,vineyard tender,vineyard.n.01 tender.n.06,vineyard_tender,1.0,1.0
45-2092,pecan gatherer,pecan.n.03 gatherer.n.01,pecan_gatherer,1.0,1.0
45-2093,milker,dairy_cattle.n.01,milker,0.006200434216011145,0.00040151278884832344
45-2093,stoker,stoker.n.02,stoker,5.204695361201771e-05,4.902312896450863e-06
45-2093,poulet,chicken.n.01,poulet,2.53182632612358e-06,1.5612233314735919e-07
45-2093,cattleman,cowboy.n.01,cattleman,0.005126221029330314,0.0003959781313139008
45-2093,farmhand,farmhand.n.01,farmhand,0.10003429101480532,0.010019880834731399
45-2093,farm worker,farmhand.n.01,farm_worker,0.02356908125213344,0.0013712972972567295
45-2093,hostler,stableman.n.01,hostler,0.00040645229635631364,2.460965905194631e-05
45-2093,stableman,stableman.n.01,stableman,8.55365446992243e-11,1.1611344177087958e-11
45-2093,stableboy,stableman.n.01,stableboy,6.843287617349793e-09,5.830463529026719e-10
45-2093,agricultural laborer,agricultural_laborer.n.01,agricultural_laborer,0.005467404866302885,0.0008244527895411563
45-2093,agricultural labourer,agricultural_laborer.n.01,agricultural_labourer,0.005424886044052637,0.0007314587541326891
45-2093,bracero,bracero.n.01,bracero,9.471400860315376e-06,9.771715391839247e-07
45-2093,cleaner,cleaner.n.03,cleaner,2.699515248468401e-09,2.940165126478369e-10
45-2093,day laborer,day_laborer.n.01,day_laborer,0.04453659276392455,0.005666048127494649
45-2093,day labourer,day_laborer.n.01,day_labourer,0.09411714863226617,0.006926671090404425
45-2093,digger,digger.n.01,digger,4.7466647096558935e-07,5.921054696821069e-08
45-2093,dishwasher,dishwasher.n.02,dishwasher,0.00019758114451854435,2.974800543602591e-05
45-2093,gravedigger,gravedigger.n.01,gravedigger,0.0166862213082778,0.0012085639806172926
45-2093,hewer,hewer.n.01,hewer,8.540367930634569e-06,9.366758708060607e-07
45-2093,africander,africander.n.01,africander,0.0014074955078551164,9.241875209937316e-05
45-2093,worker,worker.n.03,worker,8.009128840251089e-05,8.960649341562933e-06
45-2093,shearer,shearer.n.03,shearer,7.067945859375875e-08,9.038977600265457e-09
45-2093,herdsman,herder.n.02,herdsman,0.000929098091164659,8.002046700401315e-05
45-2093,aquaculture worker,aquaculture.n.01 worker.n.03,aquaculture_worker,1.0,1.0
45-2093,barn hand,barn.n.02 hired_hand.n.01,barn_hand,1.0,1.0
45-2093,barn worker,barn.n.02 worker.n.03,barn_worker,1.0,1.0
45-2093,cattle driver,cattle.n.01 driver.n.05,cattle_driver,1.0,1.0
45-2093,chicken handler,wimp.n.01 handler.n.02,chicken_handler,1.0,1.0
45-2093,egg gatherer,testis.n.01 gatherer.n.01,egg_gatherer,1.0,1.0
45-2093,farrowing worker,farrow.v.01 worker.n.03,farrowing_worker,1.0,1.0
45-2093,goat herder,goat_herder.n.01,goat_herder,1.0,1.0
45-2093,hodman,hod_carrier.n.01,hodman,3.5644374462068124e-07,2.3312494450198222e-08
45-2093,hatchery worker,hatchery.n.01 worker.n.03,hatchery_worker,1.0,1.0
45-2093,poultry debeaker,poultry.n.02,poultry_debeaker,1.0,1.0
45-2093,sheep shearer,sheep.n.03 shearer.n.03,sheep_shearer,1.0,1.0
45-2093,shrimp pond laborer,shrimp.v.01 pond.n.01 laborer.n.01,shrimp_pond_laborer,1.0,1.0
45-2093,inoculator,inoculator.n.01,inoculator,5.011513656883958e-05,1.1457758276262622e-05
45-2093,driver,driver.n.05,driver,1.51163054563114e-06,1.5987394679601047e-07
45-2093,manual laborer,laborer.n.01,manual_laborer,0.021673918820064503,0.002978088483736645
45-2093,labourer,laborer.n.01,labourer,0.031053421092614667,0.0032463834761159954
45-2093,laborer,laborer.n.01,laborer,0.03349606241542237,0.004180823910425187
45-2093,livestock handler,livestock.n.01 handler.n.02,livestock_handler,1.0,1.0
45-2093,lumberman,lumberman.n.01,lumberman,0.00019863185186559055,4.459453745136188e-05
45-2093,gandy dancer,gandy_dancer.n.01,gandy_dancer,0.01279597527332075,0.0011539095319876341
45-2093,mineworker,miner.n.01,mineworker,0.012929172271528138,0.001035570548226872
45-2093,soldier,soldier.n.02,soldier,1.2815708984057667e-05,2.385432473112527e-06
45-2093,swineherd,swineherd.n.01,swineherd,0.05317652555799009,0.005706432801713092
45-2093,sheepherder,sheepherder.n.01,sheepherder,0.01193426185708596,0.0016024476908594275
45-2093,yardman,yardman.n.02,yardman,2.8270617754513036e-08,5.091593797876038e-09
45-2093,woodcutter,woodcutter.n.01,woodcutter,0.001970877182012339,0.00017447207479937146
45-2093,fireman,stoker.n.02,fireman,0.00044547503069469687,7.504055849697584e-05
45-2093,dock worker,stevedore.n.01,dock_worker,0.19160508414759272,0.013807594350819533
45-2093,lumper,stevedore.n.01,lumper,0.0002610209122321601,3.172567759039988e-05
45-2093,longshoreman,stevedore.n.01,longshoreman,0.00026753395528417444,4.180091891356332e-05
45-2093,feller,lumberman.n.01,feller,0.0009687601732422768,0.0001526105158674137
45-2093,loader,stevedore.n.01,loader,1.4308351897778113e-05,1.6615932818654193e-06
45-2093,dockworker,stevedore.n.01,dockworker,0.04596436814689405,0.0029301554120633047
45-2093,sprayer,sprayer.n.01,sprayer,0.00023496354016642584,4.530049101219255e-05
45-2093,rail - splitter,rail-splitter.n.01,rail-splitter,0.00023204428088716202,1.776869615819265e-05
45-2093,porter,porter.n.01,porter,7.775797650961117e-07,4.9189923209759025e-08
45-2093,tracklayer,platelayer.n.01,tracklayer,1.1649941411062393e-07,1.1228466423255625e-08
45-2093,platelayer,platelayer.n.01,platelayer,0.002867773483918414,0.00023017409911146923
45-2093,muleteer,muleteer.n.01,muleteer,0.00012843385513840416,1.479602206283312e-05
45-2093,mule driver,muleteer.n.01,mule_driver,0.04883822705673254,0.005304976294432793
45-2093,mule skinner,muleteer.n.01,mule_skinner,0.08423693897002314,0.007755912305550146
45-2093,miner,miner.n.01,miner,7.633575369729214e-05,1.1263042519257125e-05
45-2093,stacker,stacker.n.01,stacker,0.002145216829577854,0.0002027971809719854
45-2099,exhibitioner,exhibitor.n.01,exhibitioner,0.00045531178184451726,0.00019161270514828204
45-2099,organ - grinder,organ-grinder.n.01,organ-grinder,0.0014905332838671425,0.00039082794974498747
45-2099,soldier,soldier.n.02,soldier,5.243353376679016e-06,1.464344686290747e-06
45-2099,promoter,showman.n.02,promoter,1.5191998190919648e-06,5.087811113879887e-07
45-2099,showman,showman.n.02,showman,0.007524983166980414,0.0019146319495805645
45-2099,livestock showman,livestock.n.01 showman.n.02,livestock_showman,1.0,1.0
45-2099,irrigation worker,irrigation.n.02 worker.n.03,irrigation_worker,1.0,1.0
45-2099,"agricultural worker , all other",agricultural.a.01 worker.n.03,"agricultural_workers,_all_other",1.0,1.0
45-2099,worker,worker.n.03,worker,5.486304097075829e-05,1.765659556978946e-05
45-3031,laborer,laborer.n.01,laborer,0.033894488051597456,0.0018299179545192674
45-3031,labourer,laborer.n.01,labourer,0.014166934246286915,0.0008234691622017609
45-3031,manual laborer,laborer.n.01,manual_laborer,0.1448406860398501,0.007675231280120715
45-3031,captain,master.n.07,captain,2.8706528535120927e-06,3.6898809173487126e-07
45-3031,master,master.n.07,master,3.177821230118053e-07,4.35670372307612e-08
45-3031,sea captain,master.n.07,sea_captain,0.005762393332203518,0.0003089413695379728
45-3031,skipper,master.n.07,skipper,4.228994331083884e-07,4.2687533800677466e-08
45-3031,operator,operator.n.05,operator,5.3876914073755684e-06,3.2276841004681734e-07
45-3031,trapper,trapper.n.01,trapper,0.1645349464748506,0.01383484867919115
45-3031,deer hunter,deer_hunter.n.01,deer_hunter,1.0,1.0
45-3031,fishing boat captain,fish.v.02 gravy_boat.n.01 master.n.07,fishing_boat_captain,1.0,1.0
45-3031,fur trapper,fur.n.03 trapper.n.01,fur_trapper,1.0,1.0
45-3031,lobster catcher,lobster.n.02 catcher.n.02,lobster_catcher,1.0,1.0
45-3031,oyster boat laborer,oyster.n.03 gravy_boat.n.01 laborer.n.01,oyster_boat_laborer,1.0,1.0
45-3031,predatory animal hunter,predatory.s.02 animal.n.01 orion.n.02,predatory_animal_hunter,1.0,1.0
45-3031,predatory animal trapper,predatory.s.02 animal.s.01 trapper.n.01,predatory_animal_trapper,1.0,1.0
45-3031,seaweed harvester,seaweed.n.01 harvester.n.02,seaweed_harvester,1.0,1.0
45-3031,fisherman,fisherman.n.01,fisherman,0.0005931217872246293,4.332589519456621e-05
