code,title,sense,original
39-4031,director,,director
39-4031,"mortician , undertaker , and funeral arranger",,"morticians,_undertakers,_and_funeral_arrangers"
39-4031,funeral arranger,,funeral_arranger
39-5011,barber,,barber
39-5011,master barber,,master_barber
39-5011,barber,,barbers
39-5011,apprentice,,apprentice
39-5012,beautician,,beautician
39-5012,hair and makeup designer,,hair_and_makeup_designer
39-5012,hair stylist,,hair_stylist
39-5012,wedding makeup artist,,wedding_makeup_artist
39-5012,artist,,artist
39-5012,hair colorist,,hair_colorist
39-5012,wig stylist,,wig_stylist
39-5012,funeral home makeup artist,,funeral_home_makeup_artist
39-5012,hairdresser,,hairdresser
39-5012,"hairdresser , hairstylist , and cosmetologist",,"hairdressers,_hairstylists,_and_cosmetologists"
39-5012,colorist,,colorist
39-5012,hairpiece stylist,,hairpiece_stylist
39-5012,cosmetologist,,cosmetologist
39-5091,special effect makeup artist,,special_effects_makeup_artist
39-5091,artist,,artist
39-5092,nail technician,,nail_technician
39-5092,fingernail sculptor,,fingernail_sculptor
39-5092,technician,,technician
39-5092,sculptor,,sculptor
39-5092,manicurist and pedicurist,,manicurists_and_pedicurists
39-5092,pedicurist,,pedicurist
39-5093,scalp treatment specialist,,scalp_treatment_specialist
39-5093,shampoo assistant,,shampoo_assistant
39-5093,technician,,technician
39-5093,assistant,,assistant
39-5093,shampoo technician,,shampoo_technician
39-5093,specialist,,specialist
39-5094,medical esthetician,,medical_esthetician
39-5094,electrolysist,,electrolysist
39-5094,operator,,operator
39-5094,skin care technician,,skin_care_technician
39-5094,technician,,technician
39-5094,licensed esthetician,,licensed_esthetician
39-5094,electrolysi operator,,electrolysis_operator
39-5094,facialist,,facialist
39-5094,skincare specialist,,skincare_specialists
39-5094,specialist,,specialists
39-5094,esthetician,,esthetician
39-6011,staff,,staff
39-6011,baggage porter and bellhop,,baggage_porters_and_bellhops
39-6011,porter,,porter
39-6011,bellperson,,bellperson
39-6011,attendant,,attendant
39-6011,bellstaff,,bellstaff
39-6011,luggage attendant,,luggage_attendant
39-6011,baggage porter,,baggage_porter
39-6011,bell staff,,bell_staff
39-6011,skycap,,skycap
39-6011,hotel baggage handler,,hotel_baggage_handler
39-6012,conference concierge,,conference_concierge
39-6012,activity concierge,,activities_concierge
39-6012,hotel guest service agent,,hotel_guest_service_agent
39-6012,hotel concierge,,hotel_concierge
39-6012,supervisor,,supervisor
39-6012,concierge,,concierge
39-6012,guest service supervisor,,guest_service_supervisor
39-6012,concierge,,concierges
39-7011,tourist guide,,tourist_guide
39-7011,interpreter,,interpreter
39-7011,tourist escort,,tourist_escort
39-7011,docent,,docent
39-7011,escort,,escort
39-7011,historical interpreter,,historical_interpreter
39-7011,sightseeing guide,,sightseeing_guide
39-7011,museum guide,,museum_guide
39-7012,coordinator,,coordinator
39-7012,tmy coordinator,,tour_coordinator
39-7012,director,,director
39-7012,tmy director,,tour_director
39-7012,cruise director,,cruise_director
39-7012,river expedition guide,,river_expedition_guide
39-7012,travel guide,,travel_guides
39-9011,childcare aide,,childcare_aide
39-9011,daycare provider,,daycare_provider
39-9011,provider,,provider
39-9011,worker,,workers
39-9011,nursery day care worker,,nursery_day_care_worker
39-9011,nanny,,nanny
39-9011,childcare worker,,childcare_workers
39-9011,childcare attendant,,childcare_attendant
39-9011,day care attendant,,day_care_attendant
39-9011,sitter,,sitter
39-9011,aide,,aide
39-9011,playground aide,,playground_aide
39-9011,worker,,worker
39-9011,attendant,,attendant
39-9011,baby sitter,,baby_sitter
39-9011,day care worker,,day_care_worker
39-9011,daycare aide,,daycare_aide
39-9031,personal trainer,,personal_trainer
39-9031,fitnes trainer,,fitness_trainer
39-9031,aerobic instructor,,aerobics_instructor
39-9031,instructor,,instructor
39-9031,group exercise instructor,,group_exercise_instructor
39-9031,trainer,,trainer
39-9031,teacher,,teacher
39-9031,yoga teacher,,yoga_teacher
39-9031,yoga instructor,,yoga_instructor
39-9031,personal fitnes trainer,,personal_fitness_trainer
39-9031,certified personal trainer,,certified_personal_trainer
39-9031,weight training instructor,,weight_training_instructor
39-9031,weight trainer,,weight_trainer
39-9032,assistant,,assistant
39-9032,aide,,aide
39-9032,recreation worker,,recreation_workers
39-9032,recreational activity assistant,,recreational_activities_assistant
39-9032,camp counselor,,camp_counselor
39-9032,worker,,workers
39-9032,recreational activity aide,,recreational_activities_aide
39-9032,recreation assistant,,recreation_assistant
39-9032,counselor,,counselor
39-9041,residence director,,residence_director
39-9041,residential director,,residential_director
39-9041,director,,director
39-9041,advisor,,advisors
39-9041,coordinator,,coordinator
39-9041,residential life director,,residential_life_director
39-9041,residential advisor,,residential_advisors
39-9041,counselor,,counselor
39-9099,shiner,,shiner
39-9099,sitter,,sitter
39-9099,magnetic healer,,magnetic_healer
39-9099,shoe shiner,,shoe_shiner
39-9099,"personal care and service worker , all other",,"personal_care_and_service_workers,_all_other"
39-9099,butler,,butler
41-1011,produce department supervisor,,produce_department_supervisor
41-1011,first - line supervisor of retail sale worker,,first-line_supervisors_of_retail_sales_workers
41-1011,supervisor,,supervisor
41-1011,assistant store manager,,assistant_store_manager
41-1011,used car sale supervisor,,used_car_sales_supervisor
41-1011,cashier supervisor,,cashier_supervisor
41-1011,cashier manager,,cashier_manager
41-1011,sale clerk supervisor,,sales_clerk_supervisor
41-1011,delicatessen department manager,,delicatessen_department_manager
41-1012,telemarketer supervisor,,telemarketer_supervisor
41-1012,blood donor recruiter supervisor,,blood_donor_recruiter_supervisor
41-1012,telemarketing manager,,telemarketing_manager
41-1012,first - line supervisor of non - retail sale worker,,first-line_supervisors_of_non-retail_sales_workers
41-1012,supervisor,,supervisor
41-1012,telesale supervisor,,telesales_supervisor
41-1012,radio time sale supervisor,,radio_time_sales_supervisor
41-1012,real estate sale supervisor,,real_estate_sales_supervisor
41-1012,insurance sale supervisor,,insurance_sales_supervisor
41-1012,stock broker supervisor,,stock_broker_supervisor
41-2011,cashier,,cashiers
41-2011,hotel dining room cashier,,hotel_dining_room_cashier
41-2011,snack bar cashier,,snack_bar_cashier
41-2011,toll booth operator,,toll_booth_operator
41-2011,cashier,,cashier
41-2011,fare collector,,fare_collector
41-2011,toll collector,,toll_collector
41-2011,operator,,operator
41-2011,grocery checker,,grocery_checker
41-2011,check out cashier,,check_out_cashier
41-2011,cash register operator,,cash_register_operator
41-2012,mutuel teller,,mutuel_teller
41-2012,slot attendant,,slot_attendant
41-2012,gambling change person and booth cashier,,gambling_change_persons_and_booth_cashiers
41-2012,attendant,,attendant
41-2021,clerk,,clerk
41-2021,writer,,writer
41-2021,boat rental clerk,,boat_rental_clerk
41-2021,rental clerk,,rental_clerk
41-2021,automobile rental clerk,,automobile_rental_clerk
41-2021,apartment rental clerk,,apartment_rental_clerk
41-2021,bicycle rental clerk,,bicycle_rental_clerk
41-2021,storage facility rental clerk,,storage_facility_rental_clerk
41-2021,dry cleaning counter clerk,,dry_cleaning_counter_clerk
41-2021,video rental clerk,,video_rental_clerk
41-2021,car rental agent,,car_rental_agent
41-2021,automotive service writer,,automotive_service_writer
41-2021,counter and rental clerk,,counter_and_rental_clerks
41-2022,salesperson,,salesperson
41-2022,part clerk,,parts_clerk
41-2022,clerk,,clerk
41-2022,auto part salesperson,,auto_parts_salesperson
41-2022,appliance part counter clerk,,appliance_parts_counter_clerk
41-2022,part counter clerk,,parts_counter_clerk
41-2022,electronic part salesperson,,electronic_parts_salesperson
41-2022,salesperson,,salespersons
41-2022,part salesperson,,parts_salespersons
41-2031,new car salesperson,,new_car_salesperson
41-2031,retail salesperson,,retail_salespersons
41-2031,pet supply salesperson,,pet_supplies_salesperson
41-2031,shoe salesperson,,shoe_salesperson
41-2031,used car salesperson,,used_car_salesperson
41-2031,salesperson,,salesperson
41-2031,menswear salesperson,,menswear_salesperson
41-2031,salesperson,,salespersons
41-2031,department store salesperson,,department_store_salesperson
41-3011,inside sale advertising executive,,inside_sales_advertising_executive
41-3011,sign and display salesperson,,signs_and_displays_salesperson
41-3011,advertising agent,,advertising_agent
41-3011,display advertising sale representative,,display_advertising_sales_representative
41-3011,radio time salesperson,,radio_time_salesperson
41-3011,solicitor,,solicitor
41-3011,yellow page space salesperson,,yellow_pages_space_salesperson
41-3011,salesperson,,salesperson
41-3011,representative,,representative
41-3011,advertising account executive,,advertising_account_executive
41-3011,advertising solicitor,,advertising_solicitor
41-3011,outside sale advertising executive,,outside_sales_advertising_executive
41-3011,advertising sale agent,,advertising_sales_agents
41-3021,life insurance salesperson,,life_insurance_salesperson
41-3021,life insurance agent,,life_insurance_agent
41-3021,broker,,broker
41-3021,pension agent,,pension_agent
41-3021,insurance sale agent,,insurance_sales_agents
41-3021,insurance agent,,insurance_agent
41-3021,health insurance sale agent,,health_insurance_sales_agent
41-3021,salesperson,,salesperson
41-3031,"security , commodity , and financial service sale agent",,"securities,_commodities,_and_financial_services_sales_agents"
41-3031,mutual fund sale agent,,mutual_fund_sales_agent
41-3031,municipal bond trader,,municipal_bond_trader
41-3031,investment banker,,investment_banker
41-3031,stock broker,,stock_broker
41-3031,foreign exchange trader,,foreign_exchange_trader
41-3031,commodity broker,,commodities_broker
41-3031,security trader,,securities_trader
41-3031,commodity trader,,commodity_trader
41-3031,trader,,trader
41-3031,broker,,broker
41-3031,stock trader,,stock_trader
41-3041,certified corporate travel executive,,certified_corporate_travel_executive
41-3041,travel counselor,,travel_counselor
41-3041,travel consultant,,travel_consultant
41-3041,travel service consultant,,travel_service_consultant
41-3041,certified travel counselor,,certified_travel_counselor
41-3041,counselor,,counselor
41-3041,consultant,,consultant
41-3041,auto travel counselor,,auto_travel_counselor
41-3041,travel agent,,travel_agents
41-3091,representative,,representative
41-3091,"sale representative of service , except advertising , insurance , financial service , and travel",,"sales_representatives_of_services,_except_advertising,_insurance,_financial_services,_and_travel"
41-3091,bookkeeping service sale agent,,bookkeeping_service_sales_agent
41-3091,pest control service sale agent,,pest_control_service_sales_agent
41-3091,solicitor,,solicitor
41-3091,membership solicitor,,membership_solicitor
41-3091,busines service sale representative,,business_services_sales_representative
41-4011,chemical sale representative,,chemical_sales_representative
41-4011,surgical instrument sale representative,,surgical_instruments_sales_representative
41-4011,representative,,representative
41-4011,"sale representative , wholesale and manufacturing , technical and scientific product",,"sales_representatives,_wholesale_and_manufacturing,_technical_and_scientific_products"
41-4011,pharmaceutical detailer,,pharmaceutical_detailer
41-4011,salesperson,,salesperson
41-4011,electroplating sale representative,,electroplating_sales_representative
41-4011,wholesale ultrasonic equipment salesperson,,wholesale_ultrasonic_equipment_salesperson
41-4011,pharmaceutical salesperson,,pharmaceutical_salesperson
41-4011,pharmaceutical sale representative,,pharmaceutical_sales_representative
41-4012,hotel supply salesperson,,hotel_supplies_salesperson
41-4012,broker,,broker
41-4012,salesperson,,salesperson
41-4012,representative,,representative
41-4012,mortician supply sale representative,,mortician_supplies_sales_representative
41-4012,bottling equipment sale representative,,bottling_equipment_sales_representative
41-4012,"sale representative , wholesale and manufacturing , except technical and scientific product",,"sales_representatives,_wholesale_and_manufacturing,_except_technical_and_scientific_products"
41-4012,wholesale diamond broker,,wholesale_diamond_broker
41-4012,pulpwood dealer,,pulpwood_dealer
41-9011,demonstrator and product promoter,,demonstrators_and_product_promoters
41-9011,home demonstrator,,home_demonstrator
41-9011,demonstrator,,demonstrator
41-9011,hostes party sale representative,,hostess_party_sales_representative
41-9011,representative,,representative
41-9011,home service demonstrator,,home_service_demonstrator
41-9011,in - store demonstrator,,in-store_demonstrator
41-9012,artist 's s model,,artist's_model
41-9012,hand model,,hand_model
41-9012,photographer 's s model,,photographer's_model
41-9012,figure model,,figure_model
41-9012,fashion model,,fashion_model
41-9012,hat model,,hat_model
41-9021,broker,,broker
41-9021,licensed real estate broker,,licensed_real_estate_broker
41-9021,real estate broker,,real_estate_brokers
41-9021,broker,,brokers
41-9022,industrial real estate agent,,industrial_real_estate_agent
41-9022,right of way agent,,right_of_way_agent
41-9022,agricultural real estate agent,,agricultural_real_estate_agent
41-9022,apartment rental agent,,apartment_rental_agent
41-9022,land sale agent,,land_sales_agent
41-9031,aerospace product sale engineer,,aerospace_products_sales_engineer
41-9031,missile navigation system sale engineer,,missile_navigation_systems_sales_engineer
41-9031,engineer,,engineer
41-9031,nuclear equipment sale engineer,,nuclear_equipment_sales_engineer
41-9031,engineer,,engineers
41-9031,sale engineer,,sales_engineers
41-9041,telemarketer,,telemarketers
41-9041,outbound telemarketer,,outbound_telemarketer
41-9041,telesale representative,,telesales_representative
41-9041,specialist,,specialist
41-9041,inbound telemarketer,,inbound_telemarketer
41-9041,telesale specialist,,telesales_specialist
41-9041,telemarketing sale representative,,telemarketing_sales_representative
41-9041,representative,,representative
41-9041,solicitor,,solicitor
41-9041,telemarketer,,telemarketer
41-9091,peddler,,peddler
41-9091,souvenir street vendor,,souvenir_street_vendor
41-9091,newspaper carrier,,newspaper_carrier
41-9091,"door - to - door sale worker , news and street vendor , and related worker",,"door-to-door_sales_workers,_news_and_street_vendors,_and_related_workers"
41-9091,newstand vendor,,newstand_vendor
41-9099,recruiter,,recruiter
41-9099,shopper,,shopper
41-9099,"sale and related worker , all other",,"sales_and_related_workers,_all_other"
41-9099,pawn shop clerk,,pawn_shop_clerk
41-9099,associate,,associate
41-9099,clerk,,clerk
41-9099,livestock auctioneer,,livestock_auctioneer
41-9099,leaflet distributor,,leaflet_distributor
43-1011,account payable supervisor,,accounts_payable_supervisor
43-1011,clerical supervisor,,clerical_supervisor
43-1011,supervisor,,supervisor
43-1011,first - line supervisor of office and administrative support worker,,first-line_supervisors_of_office_and_administrative_support_workers
43-1011,billing department supervisor,,billing_department_supervisor
43-1011,billing supervisor,,billing_supervisor
43-1011,office service supervisor,,office_services_supervisor
43-1011,datum entry supervisor,,data_entry_supervisor
43-1011,medical billing supervisor,,medical_billing_supervisor
43-1011,payroll supervisor,,payroll_supervisor
43-1011,timekeeping supervisor,,timekeeping_supervisor
43-1011,record supervisor,,records_supervisor
43-1011,teller supervisor,,teller_supervisor
43-2011,pbx operator,,pbx_operator
43-2011,telephone answering service operator,,telephone_answering_service_operator
43-2011,private branch exchange operator,,private_branch_exchange_operator
43-2011,operator,,operator
43-2011,"switchboard operator , including answering service",,"switchboard_operators,_including_answering_service"
43-2011,telephone switchboard operator,,telephone_switchboard_operator
43-2021,long distance operator,,long_distance_operator
43-2021,telephone operator,,telephone_operators
43-2021,directory assistance operator,,directory_assistance_operator
43-2021,local telephone operator,,local_telephone_operator
43-2021,411 directory assistance operator,,411_directory_assistance_operator
43-2021,information operator,,information_operator
43-2021,operator,,operators
43-2021,telephone exchange operator,,telephone_exchange_operator
43-2021,operator,,operator
43-2099,radio operator,,radio_operator
43-2099,operator,,operator
43-2099,"communication equipment operator , all other",,"communications_equipment_operators,_all_other"
43-2099,telegraph and teletype operator,,telegraph_and_teletype_operator
43-2099,communication equipment operator,,communications_equipment_operator
43-2099,telex operator,,telex_operator
43-3011,account collector,,accounts_collector
43-3011,payment collector,,payment_collector
43-3011,bill collector,,bill_collector
43-3011,bill and account collector,,bill_and_account_collectors
43-3011,collection agent,,collection_agent
43-3011,debt collector,,debt_collector
43-3011,clerk,,clerk
43-3011,insurance collector,,insurance_collector
43-3011,collection representative,,collections_representative
43-3011,installment agent,,installment_agent
43-3011,representative,,representative
43-3011,collection clerk,,collections_clerk
43-3011,billing representative,,billing_representative
43-3011,installment loan collector,,installment_loan_collector
43-3021,billing and posting clerk,,billing_and_posting_clerks
43-3021,statement clerk,,statement_clerk
43-3021,statement distribution clerk,,statement_distribution_clerk
43-3021,clerk,,clerk
43-3021,statement processor,,statement_processor
43-3021,invoice clerk,,invoice_clerk
43-3021,posting clerk,,posting_clerk
43-3021,billing clerk,,billing_clerk
43-3031,account receivable clerk,,accounts_receivable_clerk
43-3031,clerk,,clerk
43-3031,assistant,,assistant
43-3031,fixed capital clerk,,fixed_capital_clerk
43-3031,foreign exchange position clerk,,foreign_exchange_position_clerk
43-3031,mortgage accounting clerk,,mortgage_accounting_clerk
43-3031,account receivable assistant,,accounts_receivable_assistant
43-3031,auditing clerk,,auditing_clerk
43-3031,bookkeeper,,bookkeeper
43-3031,"bookkeeping , accounting , and auditing clerk",,"bookkeeping,_accounting,_and_auditing_clerks"
43-3041,worker,,workers
43-3041,gambling cashier,,gambling_cashier
43-3041,gambling cage worker,,gambling_cage_workers
43-3041,casino cashier,,casino_cashier
43-3041,cashier,,cashier
43-3041,cage cashier,,cage_cashier
43-3041,gambling cage cashier,,gambling_cage_cashier
43-3041,casino cage cashier,,casino_cage_cashier
43-3051,payroll and timekeeping clerk,,payroll_and_timekeeping_clerks
43-3051,bookkeeper,,bookkeeper
43-3051,flight crew time clerk,,flight_crew_time_clerk
43-3051,scheduler,,scheduler
43-3051,clerk,,clerk
43-3051,time and attendance clerk,,time_and_attendance_clerk
43-3051,payroll bookkeeper,,payroll_bookkeeper
43-3051,timekeeper,,timekeeper
43-3061,purchasing clerk,,purchasing_clerk
43-3061,procurement clerk,,procurement_clerks
43-3061,clerk,,clerk
43-3061,procurement assistant,,procurement_assistant
43-3061,purchasing assistant,,purchasing_assistant
43-3061,assistant,,assistant
43-3061,clerk,,clerks
43-3071,foreign exchange clerk,,foreign_exchange_clerk
43-3071,exchange teller,,exchange_teller
43-3071,receiving teller,,receiving_teller
43-3071,loan teller,,loan_teller
43-3071,commercial teller,,commercial_teller
43-3071,foreign banknote teller,,foreign_banknote_teller
43-3071,money order clerk,,money_order_clerk
43-3071,security teller,,securities_teller
43-3071,saving teller,,savings_teller
43-3071,clerk,,clerk
43-3099,bank vault attendant,,bank_vault_attendant
43-3099,vault teller,,vault_teller
43-3099,safety deposit clerk,,safety_deposit_clerk
43-3099,bank vault clerk,,bank_vault_clerk
43-3099,"financial clerk , all other",,"financial_clerks,_all_other"
43-3099,financial reserve clerk,,financial_reserve_clerk
43-3099,bank vault custodian,,bank_vault_custodian
43-3099,custodian,,custodian
43-3099,safe deposit clerk,,safe_deposit_clerk
43-3099,attendant,,attendant
43-3099,financial operation clerk,,financial_operations_clerk
43-3099,clerk,,clerk
43-4011,brokerage clerk,,brokerage_clerks
43-4011,clerk,,clerk
43-4011,brokerage purchase - and - sale clerk,,brokerage_purchase-and-sale_clerk
43-4011,clerk,,clerks
43-4011,commodity clerk,,commodities_clerk
43-4011,dividend clerk,,dividend_clerk
43-4011,security clerk,,securities_clerk
43-4021,representative,,representative
43-4021,clerk,,clerk
43-4021,correspondence clerk,,correspondence_clerks
43-4021,clerk,,clerks
43-4021,correspondence transcriber,,correspondence_transcriber
43-4021,fan mail editor,,fan_mail_editor
43-4021,correspondence representative,,correspondence_representative
43-4021,correspondent,,correspondent
43-4021,customer service correspondence clerk,,customer_service_correspondence_clerk
43-4021,student loan correspondent,,student_loan_correspondent
43-4021,medicare correspondence representative,,medicare_correspondence_representative
43-4021,editor,,editor
43-4031,docket clerk,,docket_clerk
43-4031,motor vehicle license clerk,,motor_vehicle_license_clerk
43-4031,township clerk,,township_clerk
43-4031,municipal clerk,,municipal_clerk
43-4031,representative,,representative
43-4031,court clerk,,court_clerk
43-4031,deputy court clerk,,deputy_court_clerk
43-4031,licenser,,licenser
43-4031,circuit court clerk,,circuit_court_clerk
43-4031,tax clerk,,tax_clerk
43-4031,courtroom clerk,,courtroom_clerk
43-4031,warrant clerk,,warrant_clerk
43-4031,clerk,,clerk
43-4031,license clerk,,license_clerk
43-4031,city clerk,,city_clerk
43-4041,charge authorizer,,charge_authorizer
43-4041,"credit authorizer , checker , and clerk",,"credit_authorizers,_checkers,_and_clerks"
43-4041,investigator,,investigator
43-4041,credit investigator,,credit_investigator
43-4041,reviewer,,reviewer
43-4041,credit charge authorizer,,credit_charge_authorizer
43-4041,credit authorizer,,credit_authorizer
43-4041,credit checker,,credit_checker
43-4041,credit processor,,credit_processor
43-4041,commercial credit reviewer,,commercial_credit_reviewer
43-4041,clerk,,clerk
43-4041,authorizer,,authorizer
43-4041,credit reference clerk,,credit_reference_clerk
43-4051,customer contact specialist,,customer_contact_specialist
43-4051,customer service representative,,customer_service_representatives
43-4051,passenger relation representative,,passenger_relations_representative
43-4051,representative,,representative
43-4051,clerk,,clerk
43-4051,warranty clerk,,warranty_clerk
43-4051,policyholder information clerk,,policyholder_information_clerk
43-4051,ga distribution and emergency clerk,,gas_distribution_and_emergency_clerk
43-4051,customer complaint clerk,,customer_complaint_clerk
43-4051,representative,,representatives
43-4051,contact center specialist,,contact_center_specialist
43-4051,customer support representative,,customer_support_representative
43-4051,complaint clerk,,complaint_clerk
43-4051,specialist,,specialist
43-4061,unemployment benefit claim taker,,unemployment_benefits_claims_taker
43-4061,interviewer,,interviewer
43-4061,welfare interviewer,,welfare_interviewer
43-4061,social security benefit interviewer,,social_security_benefits_interviewer
43-4071,file clerk,,file_clerks
43-4071,file keeper,,file_keeper
43-4071,index clerk,,index_clerk
43-4071,clerk,,clerks
43-4071,record clerk,,records_clerk
43-4071,cut file clerk,,cut_file_clerk
43-4071,keeper,,keeper
43-4071,document clerk,,document_clerk
43-4071,clerk,,clerk
43-4081,resort desk clerk,,resort_desk_clerk
43-4081,hotel registration clerk,,hotel_registration_clerk
43-4081,motel clerk,,motel_clerk
43-4081,"hotel , motel , and resort desk clerk",,"hotel,_motel,_and_resort_desk_clerks"
43-4081,attendant,,attendant
43-4081,assistant innkeeper,,assistant_innkeeper
43-4081,clerk,,clerk
43-4081,innkeeper,,innkeeper
43-4081,hotel front desk clerk,,hotel_front_desk_clerk
43-4081,motel front desk attendant,,motel_front_desk_attendant
43-4111,interviewer,,interviewer
43-4111,telephone interviewer,,telephone_interviewer
43-4111,enumerator,,enumerator
43-4111,"interviewer , except eligibility and loan",,"interviewers,_except_eligibility_and_loan"
43-4111,survey interviewer,,survey_interviewer
43-4111,field enumerator,,field_enumerator
43-4111,censu taker,,census_taker
43-4111,clerk,,clerk
43-4111,admitting interviewer,,admitting_interviewer
43-4111,market research interviewer,,market_research_interviewer
43-4111,outpatient interviewing clerk,,outpatient_interviewing_clerk
43-4111,censu clerk,,census_clerk
43-4121,microfilm clerk,,microfilm_clerk
43-4121,library aide,,library_aide
43-4121,"library assistant , clerical",,"library_assistants,_clerical"
43-4121,clerk,,clerk
43-4121,assistant,,assistant
43-4121,braille and talking book clerk,,braille_and_talking_books_clerk
43-4121,circulation clerk,,circulation_clerk
43-4121,library circulation clerk,,library_circulation_clerk
43-4121,film library clerk,,film_library_clerk
43-4121,book sorter,,book_sorter
43-4121,medical library assistant,,medical_library_assistant
43-4121,library clerk,,library_clerk
43-4121,aide,,aide
43-4131,mortgage processor,,mortgage_processor
43-4131,loan interviewer and clerk,,loan_interviewers_and_clerks
43-4131,mortgage closing clerk,,mortgage_closing_clerk
43-4131,clerk,,clerk
43-4131,loan processor,,loan_processor
43-4131,loan interviewer,,loan_interviewer
43-4131,mortgage loan processor,,mortgage_loan_processor
43-4131,mortgage loan processing clerk,,mortgage_loan_processing_clerk
43-4131,interviewer,,interviewer
43-4141,new account clerk,,new_accounts_clerks
43-4141,clerk,,clerk
43-4141,banking service clerk,,banking_services_clerk
43-4141,new account banking representative,,new_accounts_banking_representative
43-4141,representative,,representative
43-4141,clerk,,clerks
43-4141,new client banking service clerk,,new_client_banking_services_clerk
43-4151,want ad clerk,,want_ad_clerk
43-4151,subscription clerk,,subscription_clerk
43-4151,mail order clerk,,mail_order_clerk
43-4151,order clerk,,order_clerks
43-4151,order desk clerk,,order_desk_clerk
43-4151,clerk,,clerks
43-4151,clerk,,clerk
43-4151,service order clerk,,service_order_clerk
43-4151,catalogue clerk,,catalogue_clerk
43-4161,clerk,,clerk
43-4161,"human resource assistant , except payroll and timekeeping",,"human_resources_assistants,_except_payroll_and_timekeeping"
43-4161,hr clerk,,hr_clerk
43-4161,personnel clerk,,personnel_clerk
43-4161,employment clerk,,employment_clerk
43-4171,clerk,,clerk
43-4171,front desk receptionist,,front_desk_receptionist
43-4171,receptionist,,receptionist
43-4171,land leasing information clerk,,land_leasing_information_clerk
43-4171,appointment clerk,,appointment_clerk
43-4171,receptionist and information clerk,,receptionists_and_information_clerks
43-4181,passenger booking clerk,,passenger_booking_clerk
43-4181,train clerk,,train_clerk
43-4181,reservation agent,,reservation_agent
43-4181,travel clerk,,travel_clerk
43-4181,transportation clerk,,transportation_clerk
43-4181,reservation sale agent,,reservation_sales_agent
43-4181,airline ticket agent,,airline_ticket_agent
43-4181,train reservation clerk,,train_reservation_clerk
43-4181,reservation and transportation ticket agent and travel clerk,,reservation_and_transportation_ticket_agents_and_travel_clerks
43-4181,clerk,,clerk
43-4181,passenger agent,,passenger_agent
43-4181,gate agent,,gate_agent
43-4181,hotel reservationist,,hotel_reservationist
43-4181,airline reservation agent,,airline_reservation_agent
43-4199,election clerk,,election_clerk
43-4199,student admission clerk,,student_admissions_clerk
43-4199,flight crew scheduler,,flight_crew_scheduler
43-4199,clerk,,clerk
43-4199,scheduler,,scheduler
43-4199,"information and record clerk , all other",,"information_and_record_clerks,_all_other"
43-4199,probate clerk,,probate_clerk
43-5011,freight shipping agent,,freight_shipping_agent
43-5011,cargo agent,,cargo_agent
43-5011,freight agent,,freight_agent
43-5011,cargo router,,cargo_router
43-5021,court messenger,,court_messenger
43-5021,runner,,runner
43-5021,office runner,,office_runner
43-5021,courier,,courier
43-5021,messenger,,messenger
43-5021,office messenger,,office_messenger
43-5021,bank courier,,bank_courier
43-5021,courier and messenger,,couriers_and_messengers
43-5031,dispatcher,,dispatcher
43-5031,fire dispatcher,,fire_dispatcher
43-5031,emergency operator,,emergency_operator
43-5031,operator,,operator
43-5031,emergency communication dispatcher,,emergency_communications_dispatcher
43-5031,911 dispatcher,,911_dispatcher
43-5031,ambulance dispatcher,,ambulance_dispatcher
43-5031,911 operator,,911_operator
43-5031,polouse radio dispatcher,,police_radio_dispatcher
43-5031,public safety telecommunicator,,public_safety_telecommunicators
43-5031,public safety telecommunicator,,public_safety_telecommunicator
43-5031,emergency communication operator,,emergency_communications_operator
43-5031,emergency telecommunication dispatcher,,emergency_telecommunications_dispatcher
43-5032,auto service dispatcher,,auto_service_dispatcher
43-5032,"dispatcher , except polouse , fire , and ambulance",,"dispatchers,_except_police,_fire,_and_ambulance"
43-5032,dispatcher,,dispatcher
43-5032,truck dispatcher,,truck_dispatcher
43-5032,taxicab dispatcher,,taxicab_dispatcher
43-5032,airplane dispatch clerk,,airplane_dispatch_clerk
43-5032,clerk,,clerk
43-5032,train dispatcher,,train_dispatcher
43-5032,maintenance dispatcher,,maintenance_dispatcher
43-5032,bu dispatcher,,bus_dispatcher
43-5032,school bu dispatcher,,school_bus_dispatcher
43-5041,ga meter reader,,gas_meter_reader
43-5041,water meter reader,,water_meter_reader
43-5041,electric meter reader,,electric_meter_reader
43-5051,clerk,,clerk
43-5051,postal service clerk,,postal_service_clerk
43-5051,postal service window clerk,,postal_service_window_clerk
43-5051,bulk mail technician,,bulk_mail_technician
43-5051,bulk mail clerk,,bulk_mail_clerk
43-5051,technician,,technician
43-5051,clerk,,clerks
43-5051,postal service clerk,,postal_service_clerks
43-5051,postal clerk,,postal_clerk
43-5052,city letter carrier,,city_letter_carrier
43-5052,usp letter carrier,,usps_letter_carrier
43-5052,postal mail carrier,,postal_mail_carrier
43-5052,mail deliverer,,mail_deliverer
43-5052,deliverer,,deliverer
43-5052,rural mail carrier,,rural_mail_carrier
43-5052,postal service mail carrier,,postal_service_mail_carriers
43-5052,parcel post carrier,,parcel_post_carrier
43-5053,postal service mail processor,,postal_service_mail_processor
43-5053,small package and bundle sorter clerk,,small_package_and_bundle_sorter_clerk
43-5053,flat sorting machine clerk,,flat_sorting_machine_clerk
43-5053,post office markup clerk,,post_office_markup_clerk
43-5053,mail forwarding system markup clerk,,mail_forwarding_system_markup_clerk
